time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2024-12-23 9:48:38:261	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.16	2.73	172.68	9.233	-48.650	183.533	0.05478	0.03503	0.69479	0.71619	24.2	10080.1.13	75
2024-12-23 9:48:38:350	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.41	4.93	172.72	10.117	-49.650	200.017	0.05478	0.03503	0.69479	0.71619	24.2	10080.1.13	75
2024-12-23 9:48:38:470	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.12	5.23	172.91	10.117	-49.650	200.017	0.05478	0.03503	0.69479	0.71619	24.2	10080.1.13	75
2024-12-23 9:48:38:553	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.16	7.06	173.18	10.117	-49.650	200.017	0.08350	-0.00266	0.69568	0.71341	24.2	10080.1.13	75
2024-12-23 9:48:38:665	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.11	4.04	173.44	10.117	-49.650	200.017	0.08350	-0.00266	0.69568	0.71341	24.2	10080.1.13	75
2024-12-23 9:48:38:755	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.37	-0.11	173.50	10.283	-48.750	184.275	0.08350	-0.00266	0.69568	0.71341	24.2	10080.1.13	75
2024-12-23 9:48:38:873	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.72	-2.77	173.39	10.283	-48.750	184.275	0.08350	-0.00266	0.69568	0.71341	24.2	10080.1.13	75
2024-12-23 9:48:38:958	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.74	0.15	173.18	10.283	-48.750	184.275	0.04593	0.03894	0.69672	0.71475	24.2	10080.1.13	75
2024-12-23 9:48:39:70	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.50	0.07	173.10	10.283	-48.750	184.275	0.04593	0.03894	0.69672	0.71475	24.2	10080.1.13	75
2024-12-23 9:48:39:160	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.42	-0.76	173.23	6.708	-50.325	209.967	0.04593	0.03894	0.69672	0.71475	24.2	10080.1.13	75
2024-12-23 9:48:39:273	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.84	-2.32	173.52	6.708	-50.325	209.967	0.04593	0.03894	0.69672	0.71475	24.2	10080.1.13	75
2024-12-23 9:48:39:363	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.57	-3.02	173.86	6.708	-50.325	209.967	0.02536	0.04913	0.68906	0.72253	24.2	10080.1.13	75
2024-12-23 9:48:39:474	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.34	-2.94	174.03	6.708	-50.325	209.967	0.02536	0.04913	0.68906	0.72253	24.2	10080.1.13	75
2024-12-23 9:48:39:542	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.49	-4.77	174.06	8.225	-48.558	189.492	0.02536	0.04913	0.68906	0.72253	24.2	10080.1.13	75
2024-12-23 9:48:39:678	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.94	-5.50	173.88	8.225	-48.558	189.492	0.02536	0.04913	0.68906	0.72253	24.2	10080.1.13	75
2024-12-23 9:48:39:746	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.28	-1.90	173.60	8.225	-48.558	189.492	0.04294	0.03741	0.69540	0.71628	24.2	10080.1.13	75
2024-12-23 9:48:39:880	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.21	1.62	173.40	8.225	-48.558	189.492	0.04294	0.03741	0.69540	0.71628	24.2	10080.1.13	75
2024-12-23 9:48:39:947	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.28	7.06	173.30	10.658	-50.475	209.458	0.04294	0.03741	0.69540	0.71628	24.2	10080.1.13	75
2024-12-23 9:48:40:84	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.79	11.28	173.33	10.658	-50.475	209.458	0.04294	0.03741	0.69540	0.71628	24.2	10080.1.13	75
2024-12-23 9:48:40:149	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.56	11.17	173.47	10.658	-50.475	209.458	0.08908	-0.01248	0.69080	0.71735	24.2	10080.1.13	75
2024-12-23 9:48:40:285	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.28	3.21	173.73	10.658	-50.475	209.458	0.08908	-0.01248	0.69080	0.71735	24.2	10080.1.13	75
2024-12-23 9:48:40:353	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.36	-2.92	173.88	7.683	-50.758	190.458	0.08908	-0.01248	0.69080	0.71735	24.2	10080.1.13	75
2024-12-23 9:48:40:487	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.71	-5.82	173.93	7.683	-50.758	190.458	0.08908	-0.01248	0.69080	0.71735	24.2	10080.1.13	75
2024-12-23 9:48:40:555	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.70	-4.66	173.86	7.683	-50.758	190.458	0.00723	0.07013	0.68939	0.72089	24.2	10080.1.13	75
2024-12-23 9:48:40:689	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.76	-6.88	173.86	7.683	-50.758	190.458	0.00723	0.07013	0.68939	0.72089	24.2	10080.1.13	75
2024-12-23 9:48:40:758	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.95	-8.11	173.87	6.350	-50.700	195.117	0.00723	0.07013	0.68939	0.72089	24.2	10080.1.13	75
2024-12-23 9:48:40:892	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.85	-7.67	173.86	6.350	-50.700	195.117	0.00723	0.07013	0.68939	0.72089	24.2	10080.1.13	75
2024-12-23 9:48:40:960	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.75	-7.36	173.76	6.350	-50.700	195.117	-0.00604	0.08597	0.68738	0.72110	24.2	10080.1.13	75
2024-12-23 9:48:41:99	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.63	-7.73	173.59	6.350	-50.700	195.117	-0.00604	0.08597	0.68738	0.72110	24.2	10080.1.13	75
2024-12-23 9:48:41:163	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.47	-7.72	173.34	6.458	-51.300	193.725	-0.00604	0.08597	0.68738	0.72110	24.2	10080.1.13	75
2024-12-23 9:48:41:298	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.42	-7.56	173.01	6.458	-51.300	193.725	-0.00604	0.08597	0.68738	0.72110	24.2	10080.1.13	75
2024-12-23 9:48:41:366	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.34	-7.17	172.63	6.458	-51.300	193.725	0.00513	0.09052	0.68387	0.72388	24.2	10080.1.13	75
2024-12-23 9:48:41:484	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.16	-7.18	172.33	6.458	-51.300	193.725	0.00513	0.09052	0.68387	0.72388	24.2	10080.1.13	75
2024-12-23 9:48:41:568	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.94	-7.60	172.15	6.458	-51.300	193.725	0.00513	0.09052	0.68387	0.72388	24.2	10080.1.13	75
2024-12-23 9:48:41:680	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.74	-7.11	172.07	6.700	-51.242	192.492	0.00513	0.09052	0.68387	0.72388	24.2	10080.1.13	75
2024-12-23 9:48:41:771	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.68	-6.59	172.08	6.700	-51.242	192.492	0.00513	0.09052	0.68387	0.72388	24.2	10080.1.13	75
2024-12-23 9:48:41:883	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.63	-6.63	172.21	6.700	-51.242	192.492	0.00916	0.08856	0.68033	0.72742	24.2	10080.1.13	75
2024-12-23 9:48:41:972	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.59	-7.07	172.44	6.700	-51.242	192.492	0.00916	0.08856	0.68033	0.72742	24.2	10080.1.13	75
2024-12-23 9:48:42:85	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.54	-7.82	172.73	6.133	-51.625	191.808	0.00916	0.08856	0.68033	0.72742	24.2	10080.1.13	75
2024-12-23 9:48:42:181	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.54	-7.90	173.01	6.133	-51.625	191.808	0.00916	0.08856	0.68033	0.72742	24.2	10080.1.13	75
2024-12-23 9:48:42:287	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.59	-6.93	176.75	6.133	-51.625	191.808	-0.02039	0.06229	0.68323	0.72720	24.2	10080.1.13	75
2024-12-23 9:48:42:378	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.75	-6.36	176.95	6.133	-51.625	191.808	-0.02039	0.06229	0.68323	0.72720	24.2	10080.1.13	75
2024-12-23 9:48:42:498	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.89	-6.49	177.13	6.125	-50.492	193.033	-0.02039	0.06229	0.68323	0.72720	24.2	10080.1.13	75
2024-12-23 9:48:42:582	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.02	-7.32	177.25	6.125	-50.492	193.033	-0.02039	0.06229	0.68323	0.72720	24.2	10080.1.13	75
2024-12-23 9:48:42:694	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.09	-7.34	177.28	6.125	-50.492	193.033	-0.02603	0.06180	0.68637	0.72409	24.2	10080.1.13	75
2024-12-23 9:48:42:783	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.16	-6.53	177.24	6.125	-50.492	193.033	-0.02603	0.06180	0.68637	0.72409	24.2	10080.1.13	75
2024-12-23 9:48:42:896	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.25	-5.69	177.13	6.900	-51.592	193.000	-0.02603	0.06180	0.68637	0.72409	24.2	10080.1.13	75
2024-12-23 9:48:42:986	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.26	-5.47	177.00	6.900	-51.592	193.000	-0.02603	0.06180	0.68637	0.72409	24.2	10080.1.13	75
2024-12-23 9:48:43:102	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.21	-5.94	176.92	6.900	-51.592	193.000	-0.01736	0.05737	0.68726	0.72385	24.2	10080.1.13	75
2024-12-23 9:48:43:188	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.15	-6.69	176.87	6.900	-51.592	193.000	-0.01736	0.05737	0.68726	0.72385	24.2	10080.1.13	75
2024-12-23 9:48:43:301	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.15	-7.07	176.84	7.050	-51.567	194.000	-0.01736	0.05737	0.68726	0.72385	24.2	10080.1.13	75
2024-12-23 9:48:43:398	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.18	-7.17	176.83	7.050	-51.567	194.000	-0.01736	0.05737	0.68726	0.72385	24.2	10080.1.13	75
2024-12-23 9:48:43:509	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.23	-7.02	176.83	7.050	-51.567	194.000	-0.02176	0.06271	0.68704	0.72351	24.2	10080.1.13	75
2024-12-23 9:48:43:593	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.21	-6.95	176.86	7.050	-51.567	194.000	-0.02176	0.06271	0.68704	0.72351	24.2	10080.1.13	75
2024-12-23 9:48:43:704	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.17	-7.39	176.90	6.475	-51.208	193.058	-0.02176	0.06271	0.68704	0.72351	24.2	10080.1.13	75
2024-12-23 9:48:43:805	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.16	-7.43	176.92	6.475	-51.208	193.058	-0.02176	0.06271	0.68704	0.72351	24.2	10080.1.13	75
2024-12-23 9:48:43:908	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.28	-7.33	176.91	6.475	-51.208	193.058	-0.02396	0.06409	0.68741	0.72299	24.2	10080.1.13	75
2024-12-23 9:48:43:999	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.33	-6.93	176.90	6.475	-51.208	193.058	-0.02396	0.06409	0.68741	0.72299	24.2	10080.1.13	75
2024-12-23 9:48:44:110	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.35	-6.93	176.89	6.275	-51.433	194.017	-0.02396	0.06409	0.68741	0.72299	24.2	10080.1.13	75
2024-12-23 9:48:44:178	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.36	-7.04	176.89	6.275	-51.433	194.017	-0.02396	0.06409	0.68741	0.72299	24.2	10080.1.13	75
2024-12-23 9:48:44:313	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.34	-6.44	176.86	6.275	-51.433	194.017	-0.01865	0.05911	0.68805	0.72293	24.2	10080.1.13	75
2024-12-23 9:48:44:381	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.31	-5.93	176.84	6.275	-51.433	194.017	-0.01865	0.05911	0.68805	0.72293	24.2	10080.1.13	75
2024-12-23 9:48:44:516	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.26	-5.69	176.84	7.475	-51.275	193.908	-0.01865	0.05911	0.68805	0.72293	24.2	10080.1.13	75
2024-12-23 9:48:44:584	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.19	-5.76	176.85	7.475	-51.275	193.908	-0.01865	0.05911	0.68805	0.72293	24.2	10080.1.13	75
2024-12-23 9:48:44:716	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.88	-4.51	176.86	7.475	-51.275	193.908	-0.00424	0.04468	0.68594	0.72620	24.2	10080.1.13	75
2024-12-23 9:48:44:796	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	86.91	-6.13	176.76	7.475	-51.275	193.908	-0.00424	0.04468	0.68594	0.72620	24.2	10080.1.13	75
2024-12-23 9:48:44:923	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.09	-3.88	176.59	6.158	-51.592	206.683	-0.00424	0.04468	0.68594	0.72620	24.2	10080.1.13	75
2024-12-23 9:48:44:987	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.17	-4.86	176.60	6.158	-51.592	206.683	-0.00424	0.04468	0.68594	0.72620	24.2	10080.1.13	75
2024-12-23 9:48:45:123	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.50	-6.32	176.85	6.158	-51.592	206.683	-0.02026	0.06000	0.68878	0.72214	24.2	10080.1.13	75
2024-12-23 9:48:45:207	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.64	-7.15	177.20	6.158	-51.592	206.683	-0.02026	0.06000	0.68878	0.72214	24.2	10080.1.13	75
2024-12-23 9:48:45:325	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.01	-4.73	177.39	6.258	-51.150	207.167	-0.02026	0.06000	0.68878	0.72214	24.2	10080.1.13	75
2024-12-23 9:48:45:400	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.10	-1.88	177.42	6.258	-51.150	207.167	-0.02026	0.06000	0.68878	0.72214	24.2	10080.1.13	75
2024-12-23 9:48:45:528	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.39	-3.43	177.39	6.258	-51.150	207.167	-0.00769	0.04041	0.69611	0.71667	24.2	10080.1.13	75
2024-12-23 9:48:45:596	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.53	-4.58	177.37	6.258	-51.150	207.167	-0.00769	0.04041	0.69611	0.71667	24.2	10080.1.13	75
2024-12-23 9:48:45:708	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.44	0.72	177.30	7.942	-51.317	207.308	-0.00769	0.04041	0.69611	0.71667	24.2	10080.1.13	75
2024-12-23 9:48:45:806	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.34	3.55	177.34	7.942	-51.317	207.308	-0.00769	0.04041	0.69611	0.71667	24.2	10080.1.13	75
2024-12-23 9:48:45:911	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.37	3.57	177.70	7.942	-51.317	207.308	0.03497	-0.00851	0.69611	0.71695	24.2	10080.1.13	75
2024-12-23 9:48:46:1	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.78	2.60	178.29	7.942	-51.317	207.308	0.03497	-0.00851	0.69611	0.71695	24.2	10080.1.13	75
2024-12-23 9:48:46:112	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.43	0.98	178.80	9.058	-50.867	197.342	0.03497	-0.00851	0.69611	0.71695	24.2	10080.1.13	75
2024-12-23 9:48:46:225	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.22	-0.04	178.91	9.058	-50.867	197.342	0.03497	-0.00851	0.69611	0.71695	24.2	10080.1.13	75
2024-12-23 9:48:46:321	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.32	-2.52	178.88	9.058	-50.867	197.342	-0.00897	0.02356	0.69012	0.72318	24.2	10080.1.13	75
2024-12-23 9:48:46:407	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.38	-3.63	178.80	9.058	-50.867	197.342	-0.00897	0.02356	0.69012	0.72318	24.2	10080.1.13	75
2024-12-23 9:48:46:517	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.48	-0.98	178.56	7.742	-51.600	204.475	-0.00897	0.02356	0.69012	0.72318	24.2	10080.1.13	75
2024-12-23 9:48:46:607	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.77	0.40	178.30	7.742	-51.600	204.475	-0.00897	0.02356	0.69012	0.72318	24.2	10080.1.13	75
2024-12-23 9:48:46:720	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.24	2.46	178.18	7.742	-51.600	204.475	0.02930	-0.00735	0.69592	0.71741	24.2	10080.1.13	75
2024-12-23 9:48:46:811	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.21	3.22	178.21	7.742	-51.600	204.475	0.02930	-0.00735	0.69592	0.71741	24.2	10080.1.13	75
2024-12-23 9:48:46:922	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.11	2.14	178.28	8.792	-51.100	202.542	0.02930	-0.00735	0.69592	0.71741	24.2	10080.1.13	75
2024-12-23 9:48:47:19	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.96	1.24	178.14	8.792	-51.100	202.542	0.02930	-0.00735	0.69592	0.71741	24.2	10080.1.13	75
2024-12-23 9:48:47:128	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.87	-4.90	177.96	8.792	-51.100	202.542	-0.02246	0.04971	0.69211	0.71967	24.2	10080.1.13	75
2024-12-23 9:48:47:214	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.04	-5.06	177.63	8.792	-51.100	202.542	-0.02246	0.04971	0.69211	0.71967	24.2	10080.1.13	75
2024-12-23 9:48:47:328	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.90	-2.98	177.27	7.408	-51.167	193.708	-0.02246	0.04971	0.69211	0.71967	24.2	10080.1.13	75
2024-12-23 9:48:47:417	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.76	-2.20	176.90	7.408	-51.167	193.708	-0.02246	0.04971	0.69211	0.71967	24.2	10080.1.13	75
2024-12-23 9:48:47:531	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.91	-2.97	176.62	7.408	-51.167	193.708	0.00317	0.04007	0.69315	0.71960	24.2	10080.1.13	75
2024-12-23 9:48:47:621	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	87.98	-2.80	176.34	7.408	-51.167	193.708	0.00317	0.04007	0.69315	0.71960	24.2	10080.1.13	75
2024-12-23 9:48:47:732	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.08	-2.53	176.09	7.717	-51.300	194.792	0.00317	0.04007	0.69315	0.71960	24.2	10080.1.13	75
2024-12-23 9:48:47:822	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.10	-3.05	175.96	7.717	-51.300	194.792	0.00317	0.04007	0.69315	0.71960	24.2	10080.1.13	75
2024-12-23 9:48:47:935	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.12	-3.85	175.94	7.717	-51.300	194.792	0.00070	0.05005	0.69376	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:48:24	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.25	-4.44	175.97	7.717	-51.300	194.792	0.00070	0.05005	0.69376	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:48:138	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.42	-4.49	176.06	7.783	-51.417	197.150	0.00070	0.05005	0.69376	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:48:204	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.40	-4.13	176.26	7.783	-51.417	197.150	0.00070	0.05005	0.69376	0.71838	24.2	10080.1.13	75
2024-12-23 9:48:48:341	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.32	-4.13	176.48	7.783	-51.417	197.150	-0.00333	0.04694	0.69510	0.71729	24.2	10080.1.13	75
2024-12-23 9:48:48:411	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.29	-4.08	176.65	7.783	-51.417	197.150	-0.00333	0.04694	0.69510	0.71729	24.2	10080.1.13	75
2024-12-23 9:48:48:544	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.26	-3.81	176.76	7.708	-51.108	193.558	-0.00333	0.04694	0.69510	0.71729	24.2	10080.1.13	75
2024-12-23 9:48:48:614	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.23	-3.83	176.82	7.708	-51.108	193.558	-0.00333	0.04694	0.69510	0.71729	24.2	10080.1.13	75
2024-12-23 9:48:48:745	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.19	-3.87	176.87	7.708	-51.108	193.558	-0.00391	0.04318	0.69449	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:48:812	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.13	-3.76	176.89	7.708	-51.108	193.558	-0.00391	0.04318	0.69449	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:48:948	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.13	-3.70	176.90	8.033	-51.242	193.633	-0.00391	0.04318	0.69449	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:49:19	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.14	-3.70	176.89	8.033	-51.242	193.633	-0.00391	0.04318	0.69449	0.71814	24.2	10080.1.13	75
2024-12-23 9:48:49:151	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.16	-3.34	176.87	8.033	-51.242	193.633	-0.00009	0.03937	0.69452	0.71832	24.2	10080.1.13	75
2024-12-23 9:48:49:219	WT901BLE67(C3:46:8C:7D:9E:3D)	0.000	0.000	0.000	0.305	-0.122	0.122	88.15	-2.69	176.85	8.033	-51.242	193.633	-0.00009	0.03937	0.69452	0.71832	24.2	10080.1.13	75
